date,open,high,low,close,volume
2014/3/31,72.10235061,72.313618,71.66109594,71.7694039,42167300
2014/4/1,71.90579171,72.45535435,71.77341531,72.42593737,50190000
2014/4/2,72.52354825,72.67063314,72.24007555,72.54627955,45105200
2014/4/3,72.39117185,72.53959388,71.88974609,72.04351665,40586000
2014/4/4,72.17990446,72.20531003,70.94572851,71.1115333,68812800
2014/4/7,70.60342186,70.98851685,69.78375788,69.99502527,72462600
2014/4/8,70.22501255,70.34936614,69.35722506,69.99101386,60972100
2014/4/9,69.88404303,70.9336943,69.80114064,70.91096299,51542400
2014/4/10,70.95909987,71.16769299,69.9549112,69.9963624,59913000
2014/4/11,69.39732575,69.9094486,69.14861858,69.47889101,67929400
2014/4/14,69.78509501,69.81986053,69.15797852,69.75567803,51418500
2014/4/15,69.56714195,69.75032949,68.37174292,69.2582503,66622500
2014/4/16,69.27029789,69.67678705,68.74686288,69.39866289,53691400
2014/4/17,69.53103929,70.56865634,69.42406846,70.19158416,71083600
2014/4/21,70.24506958,71.15432163,70.0605449,71.0246195,45637200
2014/4/22,70.64219878,71.11233558,70.400311,71.09535396,50640800
2014/4/23,70.74248394,71.01927096,70.12606453,70.16617859,98735000
2014/4/24,75.97736892,76.21671615,74.97719166,75.91853496,189977900
2014/4/25,75.4853031,76.48280609,75.40908638,76.47612041,97568800
2014/4/28,76.59111405,79.65983973,76.55768567,79.43787526,167371400
2014/4/29,79.39107552,79.69059384,78.82546726,79.20253943,84344400
2014/4/30,79.24399063,80.15190554,78.86424418,78.90302111,114160200
2014/5/1,79.15841396,79.53281187,78.40426961,79.08888292,61012000
2014/5/2,79.20387657,79.45258374,78.85220996,79.23596781,47878600
2014/5/5,78.90970678,80.3618358,78.89098689,80.35648726,71766800
2014/5/6,80.46880663,80.81778559,79.48066359,79.48066359,93641100
2014/5/7,79.59298296,79.86575857,78.58745716,79.20253943,70716100
2014/5/8,79.09710026,79.92538439,78.8483461,79.06214022,57574300
2014/5/9,78.59824732,78.82817684,78.03216353,78.73304518,72899400
2014/5/12,78.99490936,79.82453811,78.98280781,79.71293489,53302200
2014/5/13,79.60133167,79.94286441,79.42653145,79.83798428,39934300
2014/5/14,79.6591502,80.3274249,79.56637162,79.85277506,41601000
2014/5/15,79.96437828,80.21985553,79.0688633,79.17374343,57711500
2014/5/16,79.14819571,80.34490492,78.71388439,80.34221568,69064100
2014/5/19,80.38793267,81.66262967,80.31801258,81.29420458,79438800
2014/5/20,81.28344765,81.53758028,80.77518239,81.31033999,58709000
2014/5/21,81.19201369,81.57791879,80.95401646,81.52547872,49214900
2014/5/22,81.56447262,82.00147317,81.22831835,81.65456196,50190000
2014/5/23,81.65187273,82.65755219,81.5469926,82.57696929,58052400
2014/5/27,82.81227728,84.15420513,82.77866185,84.12327894,87216500
2014/5/28,84.17571901,84.68801812,83.87452478,83.90545097,78870400
2014/5/29,84.42178393,85.63462855,84.411027,85.4342806,94118500
2014/5/30,85.78388104,86.61619902,84.56296873,85.11426173,141005200
2014/6/2,85.24334497,85.36032666,83.70241379,84.5293533,92337700
2014/6/3,84.50380558,85.88607194,84.47556862,85.72471789,73177300
2014/6/4,85.71127172,87.11639658,85.53243765,86.70359913,83870500
2014/6/5,86.88915629,87.31538646,86.40643876,87.04378726,75951400
2014/6/6,87.38666461,87.56953254,86.65653753,86.80444541,87484600
2014/6/9,87.25220291,88.36285662,86.35803254,88.19343487,75414997
2014/6/10,89.16290379,89.46409802,88.07107471,88.71111245,62777000
2014/6/11,88.59816461,89.19114075,87.97695152,88.34403198,45681000
2014/6/12,88.51345373,88.58875229,86.49921734,86.8662978,54749000
2014/6/13,86.78158692,87.00748259,85.53916073,85.91565352,54525000
2014/6/16,86.13213687,87.2992645,86.07566295,86.78158692,35561000
2014/6/17,86.88512244,87.25220291,86.40509414,86.66863909,29726000
2014/6/18,86.84747316,86.8662978,85.98153976,86.76276228,33514000
2014/6/19,86.8662978,86.87571012,85.97109208,86.46156806,35528000
2014/6/20,86.45215574,87.11101811,85.55798537,85.56739769,100898000
2014/6/23,85.9533028,86.23567239,85.27561578,85.49209914,43694000
2014/6/24,85.41680058,86.34862022,84.88971068,84.97442156,39036000
2014/6/25,84.90853532,85.36973898,84.38144542,85.04972011,36869000
2014/6/26,85.05913243,85.69917017,84.52263021,85.55798537,32629000
2014/6/27,85.48268682,86.59334053,85.43562522,86.57451589,64029000
2014/6/30,86.68746373,88.21696567,86.67805141,87.46868626,49589000
2014/7/1,88.02401311,88.54169069,87.65693265,88.02401311,38223000
2014/7/2,88.34873814,88.53227837,87.61928337,87.98636384,28465000
2014/7/3,88.16519791,88.56992765,87.72281889,88.50404142,22891800
2014/7/7,88.60757693,90.34885606,88.56992765,90.32814896,56468000
2014/7/8,90.61240101,91.11125395,88.4005059,89.74646761,65222000
2014/7/9,89.83117848,90.31120678,89.19114075,89.78411688,36436000
2014/7/10,88.24990879,89.934714,88.02401311,89.44997954,39686000
2014/7/11,89.75587992,90.25473286,89.28761702,89.62410745,34018000
2014/7/14,90.22649591,91.19596483,90.02883719,90.78182276,42810000
2014/7/15,91.11125395,91.15831555,89.44527338,89.71823065,45477900
2014/7/16,91.27126338,91.39362354,89.17231611,89.20996539,53502000
2014/7/17,89.44527338,89.67964014,87.12984275,87.61918925,57298000
2014/7/18,88.11813631,89.17231611,87.55339713,88.8805342,49988000
2014/7/21,89.4076241,89.41703642,88.21225951,88.41838931,39079000
2014/7/22,89.11584219,89.3135009,88.58875229,89.15349147,55197000
2014/7/23,89.81235384,92.12778447,89.57704585,91.47833442,92918000
2014/7/24,91.33244346,91.60069457,90.7535858,91.3277373,45729000
2014/7/25,91.15831555,92.09013519,90.96065684,91.93106699,43469000
2014/7/28,92.07131055,93.40785994,91.81717792,93.20078891,55318000
2014/7/29,93.49257082,93.59610633,92.4760403,92.59840045,43143000
2014/7/30,92.65487437,92.89959468,91.93012576,92.3819171,33010000
2014/7/31,91.45009746,91.72305473,89.72764297,89.9817756,56843000
2014/8/1,89.32291322,90.9418322,89.23820235,90.48062854,48511000
2014/8/4,90.70652421,90.90418292,89.57704585,89.97236328,39958000
2014/8/5,89.75587992,90.05707415,88.81464796,89.52998425,55933000
2014/8/6,89.18172843,89.86882776,89.14407915,89.37938714,38558000
2014/8/7,89.79563622,90.76046871,89.01052742,89.36997482,46711000
2014/8/8,89.16187369,89.69158565,88.23487777,89.61591252,41865000
2014/8/11,90.11724705,90.88343756,89.70624732,90.79830528,36585000
2014/8/12,90.84560099,91.64016893,90.43885788,90.779387,33795000
2014/8/13,90.94965156,91.98069805,90.84560099,91.98069805,31916000
2014/8/14,92.06583033,92.29284974,91.56449579,92.22663574,28116000
2014/8/15,92.60500143,92.87931655,91.62125065,92.68067456,48951000
2014/8/18,93.16309081,93.99549532,92.68067456,93.79685334,47572000
2014/8/19,94.03333189,95.23464294,93.94819961,95.09275581,69274700
2014/8/20,95.00762353,95.62246777,94.54412556,95.13059238,52612800
2014/8/21,95.13059238,95.48058063,94.69547184,95.14005152,33421900
2014/8/22,94.8657364,95.98191517,94.77114498,95.84002804,44102400
2014/8/25,96.28460772,96.64405512,95.80219147,96.04812916,40144700
2014/8/26,95.93461946,96.01029259,95.4049075,95.43233901,33119800
2014/8/27,95.55625377,97.0224208,95.25356122,96.60621855,46827400
2014/8/28,96.09542487,97.22106279,96.06704745,96.71972825,68389800
2014/8/29,97.29673592,97.33457249,96.67243254,96.95620681,44567000
2014/9/2,97.48591877,98.12914043,97.16430793,97.71293818,53491400
2014/9/3,97.52375533,97.61834676,93.24822309,93.58875221,125233100
2014/9/4,93.50361993,94.67655355,92.50095086,92.81310255,85594800
2014/9/5,93.45632422,94.0144136,92.99282626,93.61712964,58353200
2014/9/8,93.92928133,93.93874047,92.74688856,93.04012197,46277800
2014/9/9,93.7211802,97.50483705,90.94019241,92.69013371,189560600
2014/9/10,92.70905199,95.64138605,92.47257344,95.53733549,100741900
2014/9/11,94.9792461,95.95353774,94.23197387,95.9440786,62353100
2014/9/12,95.73597747,96.6629734,95.61300862,96.16163887,62626100
2014/9/15,97.24944021,97.47645962,95.95353774,96.13326144,61216500
2014/9/16,94.40223843,95.78327318,93.5414565,95.4049075,66818200
2014/9/17,95.79273232,96.29406686,95.15159167,96.08596573,60892400
2014/9/18,96.41703571,96.81431967,96.06704745,96.28460772,37023900
2014/9/19,96.75756482,96.81431967,95.42382578,95.49949892,70838500
2014/9/22,96.29406686,96.61567769,95.14005152,95.59409034,52722000
2014/9/23,95.1589698,97.37240906,95.10221495,97.0886348,63347200
2014/9/24,96.63459597,97.28727678,95.72651833,96.24677115,59725174
2014/9/25,95.07383752,95.26302037,92.43473687,92.576624,99565849
2014/9/26,93.20092738,95.30085693,93.07795853,95.30085693,62370501
2014/9/29,93.31443709,95.00289396,93.2955188,94.69547184,49766312
2014/9/30,95.35761179,96.04812916,95.09275581,95.30085693,55264139
2014/10/1,95.14951066,95.24410208,93.3617328,93.81577162,51491286
2014/10/2,93.9009039,94.7995224,92.73742942,94.49682985,47757828
2014/10/3,94.06170932,94.79006326,93.68334363,94.23197387,43469585
2014/10/6,94.54412556,95.20626551,94.04279103,94.23197387,37051182
2014/10/7,94.05225017,94.70493098,93.39011022,93.40902851,42094183
2014/10/8,93.41848765,95.64138605,92.99282626,95.34815264,57404674
2014/10/9,96.04812916,96.8426971,95.16842894,95.55625377,77376525
2014/10/10,95.24410208,96.51162713,94.87519554,95.28193865,66331592
2014/10/13,95.84948718,96.27514857,94.41169757,94.41169757,53583368
2014/10/14,94.96032782,95.08329667,93.23876395,93.40902851,63688562
2014/10/15,92.67121542,93.78739419,90.03211477,92.26447231,100933600
2014/10/16,90.38210303,92.43473687,90.24967504,91.05370212,72154523
2014/10/17,92.22663574,93.64550706,91.57395494,92.38744116,68179688
2014/10/20,92.99755583,94.55358471,92.90769398,94.36440186,77517279
2014/10/21,97.4480822,97.4480822,95.79273232,96.92782938,94623904
2014/10/22,97.27781764,98.47912869,97.05079823,97.41970477,68263146
2014/10/23,98.45075126,99.36923396,98.02508987,99.16018692,71074674
2014/10/24,99.4912569,99.7844903,98.87641266,99.52909347,47053916
2014/10/27,99.17910521,99.77503116,99.03721807,99.4250429,34187701
2014/10/28,99.69935802,100.9668831,99.65206231,100.9668831,48060949
2014/10/29,100.8817508,101.562809,100.6074357,101.5344316,52687879
2014/10/30,101.1740383,101.5438907,100.1723151,101.1939025,40654793
2014/10/31,102.1681941,102.1965715,101.4114627,102.158735,44639285
2014/11/3,102.3668361,104.3343377,102.1681941,103.4830149,52282550
2014/11/4,103.4451783,103.5681472,101.893879,102.7262835,41574365
2014/11/5,103.1992406,103.3884235,102.2769743,102.9722212,37435905
2014/11/6,103.1704542,103.350955,102.4104508,103.2654546,34968457
2014/11/7,103.3129548,103.8544572,103.122954,103.5599559,33691535
2014/11/10,103.5694559,103.8639572,103.2369545,103.3889551,27195547
2014/11/11,103.2654546,104.262959,102.9804534,104.2154588,27442252
2014/11/12,103.9114574,105.858966,103.9019574,105.6879653,46942431
2014/11/13,106.2104676,107.7779745,106.0204667,107.1794718,59522855
2014/11/14,107.4929732,108.4809776,107.3979728,108.4714775,44063595
2014/11/17,108.5569779,111.4164905,107.6354738,108.2909767,46746712
2014/11/18,108.2434765,109.9059838,108.1959763,109.6969829,44223978
2014/11/19,109.6684828,109.953484,108.1104759,108.9369796,41869160
2014/11/20,109.1649806,111.0174887,109.1079803,110.4949864,43395537
2014/11/21,111.6349915,111.6919917,110.2289853,110.6469871,57179298
2014/11/24,111.0079887,112.8319967,110.7894877,112.6942461,47450824
2014/11/25,113.116998,113.7630008,111.5779912,111.7204918,68840440
2014/11/26,112.0434932,113.1454981,111.9389928,113.0504977,40831886
2014/11/28,113.3069988,113.4304994,112.1479937,112.9839974,24814402
2014/12/1,112.8699969,113.2879987,105.7069654,109.3169812,83814037
2014/12/2,107.8254747,109.9629841,107.1129715,108.8989794,59348940
2014/12/3,109.9629841,110.5329866,109.3549814,110.1339848,43063440
2014/12/4,109.9819842,111.3404902,109.5259822,109.715983,42155776
2014/12/5,110.1909851,110.2764855,108.9084794,109.250481,38318895
2014/12/8,108.3954772,108.9160795,106.0394668,106.7804701,57664850
2014/12/9,104.6809608,108.585478,103.8829573,108.4144773,60208036
2014/12/10,108.6899785,109.1079803,105.9634665,106.3529682,44565318
2014/12/11,106.6474695,108.1104759,105.7734656,106.0394668,41471578
2014/12/12,104.937462,106.2769679,104.1014583,104.2439589,56028138
2014/12/15,105.165463,106.0204667,101.0329448,102.8142026,67218082
2014/12/16,101.0519449,104.6524607,100.9474444,101.4081964,60790733
2014/12/17,101.764448,104.3484594,101.4794467,103.9399576,53411773
2014/12/18,106.2769679,107.0179711,105.1274628,107.0179711,59006218
2014/12/19,106.6474695,107.5784736,106.077467,106.1914675,88429770
2014/12/22,106.5524691,107.8159746,106.3719683,107.2934723,45167549
2014/12/23,107.5689736,107.663974,106.8374703,106.9134707,26028419
2014/12/24,106.9514708,107.0749714,106.4099684,106.4099684,14479611
2014/12/26,106.4954688,108.7944789,106.4099684,108.2909767,33720951
2014/12/29,108.1009759,109.03198,108.0154755,108.2149764,27598920
2014/12/30,107.9584753,108.2244764,106.5049689,106.8944706,29881477
2014/12/31,107.1794718,107.4739731,104.6999609,104.8614616,41403351
2015/1/2,105.8209659,105.8684661,101.982949,103.8639572,53204626
2015/1/5,102.8759529,103.2179544,100.1399408,100.9379444,64285491
2015/1/6,101.2134456,102.0589493,99.39893758,100.9474444,65797116
2015/1/7,101.8404483,102.7904525,101.3606962,102.3629506,40105934
2015/1/8,103.7689568,106.542969,103.2654546,106.2959679,59364547
2015/1/9,107.0369712,107.5879736,104.6999609,106.4099684,53315099
2015/1/12,106.9704709,106.998971,103.360455,103.7879569,49650790
2015/1/13,105.858966,107.1604718,103.4649555,104.709461,67091928
2015/1/14,103.588456,104.9659621,103.0754538,104.3104592,48956588
2015/1/15,104.50046,104.5574603,101.3274461,101.4794467,60013996
2015/1/16,101.6789476,102.2014499,99.94043997,100.6909433,78513345
2015/1/20,102.448451,103.5188207,101.1754454,103.2844547,49899907
2015/1/21,103.5029557,105.5074645,102.8569528,104.0729582,48575897
2015/1/22,104.7474611,106.8469704,104.2344589,106.7804701,53796409
2015/1/23,106.6854697,108.0629757,105.9539664,107.3314725,46464828
2015/1/26,108.0534757,108.6449483,107.1604718,107.445473,55614979
2015/1/27,106.7994702,106.8564704,103.578956,103.6834564,95568749
2015/1/28,111.7442419,112.214494,109.5449822,109.5449822,146477063
2015/1/29,110.5044865,113.2309985,109.7824833,112.9554973,84436432
2015/1/30,112.4804952,114.0005019,111.0079887,111.30249,83745461
2015/2/2,112.1479937,113.2119984,110.2764855,112.6989961,62739100
2015/2/3,112.5754956,113.1359981,111.7299919,112.7179962,51915749
2015/2/4,112.5754956,114.485004,112.3940448,113.5825,70149743
2015/2/5,114.4663017,114.6665844,113.731932,114.3900036,42246245
2015/2/6,114.4663017,114.6856589,112.9689505,113.4267394,43706567
2015/2/9,113.0643232,114.2946309,112.949876,114.1801837,38889797
2015/2/10,114.6093608,116.49774,114.5998235,116.3737555,62008506
2015/2/11,117.0890507,119.1395635,116.8315444,119.1014144,73561797
2015/2/12,120.2268122,121.5811044,119.759486,120.6083029,74474466
2015/2/13,121.390359,121.390359,119.8357841,121.1996136,54272219
2015/2/17,121.5906416,122.916322,121.0470173,121.9149088,63152405
2015/2/18,121.7193948,122.8209493,121.5524925,122.7589571,44891737
2015/2/19,122.5348312,123.059381,122.3917722,122.5062194,37362381
2015/2/20,122.668353,123.5076327,122.1247287,123.502864,48948419
2015/2/23,124.0035707,126.8456768,123.660229,126.8456768,70974110
2015/2/24,126.7884532,127.4179129,125.1003566,126.0540835,69228130
2015/2/25,125.4723101,125.5104592,122.2201014,122.8304866,74711746
2015/2/26,122.825718,124.8142385,120.751362,124.3802928,91287529
2015/2/27,123.9844961,124.5281205,122.3059368,122.5157567,62014847
2015/3/2,123.269201,124.2515397,122.3631604,123.1166047,48096663
2015/3/3,122.9926202,123.5267072,122.1628778,123.3741109,37816283
2015/3/4,123.1261419,123.5648563,122.3822349,122.5920549,31666340
2015/3/5,122.6302039,122.7923375,119.9406941,120.5606166,56517146
2015/3/6,122.4585331,123.3836482,120.4175575,120.7418247,72842060
2015/3/9,122.0388933,123.5743936,119.2730853,121.2568372,88528487
2015/3/10,120.5606166,121.3331354,118.0713894,118.7485355,68856582
2015/3/11,118.9774299,118.9965045,116.4595909,116.5835754,68938974
2015/3/12,116.6503363,119.120489,116.001802,118.6913119,48362719
2015/3/13,118.6436255,119.5926792,116.9078426,117.8711067,51827283
2015/3/16,118.1476875,119.1681753,117.1844234,119.1681753,35874300
2015/3/17,120.0742159,121.4285081,119.8357841,121.1614645,51023104
2015/3/18,121.1233154,123.1833655,120.5224675,122.525294,65270945
2015/3/19,122.7923375,123.2645277,121.5048062,121.5954103,45809490
2015/3/20,122.3154741,122.4585331,119.368458,120.0742159,68695136
2015/3/23,121.2377627,121.9339833,120.6655265,121.3235981,37709674
2015/3/24,121.3426726,122.1151914,120.7036756,120.8276601,32842304
2015/3/25,120.6846011,120.9516446,117.6708241,117.6708241,51655177
2015/3/26,117.0795134,119.1014144,116.9269171,118.4910292,47572869
2015/3/27,118.8057591,118.9297436,117.2225725,117.5468396,39546151
2015/3/30,118.3098211,120.5510793,118.2621348,120.5224675,47099670
2015/3/31,120.255424,120.6369147,118.6007078,118.6722373,42090553
2015/4/1,119.0441908,119.3303089,117.4037806,118.5005665,40621437
2015/4/2,119.2444735,119.7499487,118.4433429,119.5210543,32220131
2015/4/6,118.7103864,121.6097162,118.5768646,121.4571199,37193975
2015/4/7,121.7337007,122.1932063,120.150514,120.1791258,35012268
2015/4/8,120.0265295,120.5510793,119.1872499,119.7880978,37329243
2015/4/9,120.0265295,120.7227502,118.8915945,120.7036756,32483974
2015/4/10,120.1219022,121.3235981,119.4638307,121.2186881,40187953
2015/4/13,122.4299213,122.6206667,120.751362,120.9802564,36365123
2015/4/14,121.1233154,121.3998962,120.0837531,120.4557066,25524593
2015/4/15,120.5606166,121.2472999,120.1791258,120.9134955,28970419
2015/4/16,120.4366321,121.2186881,120.2744985,120.3317221,28368987
2015/4/17,119.7404115,120.3031103,118.7008491,118.9774299,51957046
2015/4/20,119.759486,122.1914896,119.3779952,121.6955516,47054310
2015/4/21,122.172415,122.2677877,120.8085856,121.03748,32435057
2015/4/22,121.1137782,122.9067847,120.4747812,122.668353,37654505
2015/4/23,122.3631604,124.3850614,122.2105641,123.6697663,45770902
2015/4/24,124.4518223,124.5853441,123.2501264,124.2515397,44525905
2015/4/27,126.1876052,126.9696613,125.0812821,126.5118724,96954207
2015/4/28,128.2333494,128.3144162,123.5743936,124.5185832,118923970
2015/4/29,124.1370924,125.5009219,122.3631604,122.6874276,63386083
2015/4/30,121.6001789,121.9625951,118.8152964,119.3589207,83195423
2015/5/1,120.2649612,124.1084806,119.5019797,122.9830829,58512638
2015/5/4,123.5076327,124.5281205,122.3250113,122.7446512,50988278
2015/5/5,122.2201014,122.5060287,119.9597686,119.9788432,49271416
2015/5/6,120.7036756,120.8848837,117.6517496,119.2253989,72141010
2015/5/7,119.4905024,120.7450713,118.7722378,119.9597686,43940895
2015/5/8,121.319683,122.219908,120.7738019,122.219908,55550382
2015/5/11,121.9996402,122.1624468,120.3093241,120.974916,42035757
2015/5/12,120.2853819,121.5112202,119.5383867,120.5391688,48160032
2015/5/13,120.8121093,121.8081029,120.5439572,120.6780333,34694235
2015/5/14,122.0187939,123.4936306,121.7793723,123.4936306,45203456
2015/5/15,123.6085529,124.0107811,122.7849428,123.3212471,38208034
2015/5/18,122.9477495,125.1887351,122.9285957,124.6811614,50882918
2015/5/19,125.1600045,125.3419649,124.154434,124.5662391,44633240
2015/5/20,124.499201,125.4377335,123.8671282,124.5566622,36454932
2015/5/21,124.5662391,126.0602295,124.3363944,125.8303848,39730364
2015/5/22,126.0314989,127.3435289,125.8399617,126.9317239,45595972
2015/5/26,126.9891851,127.2860678,123.6564372,124.1352803,70697560
2015/5/27,124.8248143,126.6635718,124.5470854,126.4576692,45833246
2015/5/28,126.2804973,126.3666891,125.5526558,126.2038824,30733309
2015/5/29,125.677155,125.887846,124.4034324,124.7673532,50884452
2015/6/1,125.6484244,125.8303848,124.5470854,125.0115631,32112797
2015/6/2,124.365125,125.1264855,123.8479745,124.4608936,33667627
2015/6/3,125.1312739,125.399426,124.4034324,124.6141234,30983542
2015/6/4,124.0969729,125.054659,123.4553231,123.8862819,38450118
2015/6/5,124.020358,124.2023183,122.9285957,123.2063247,35626800
2015/6/8,123.4457463,123.742629,121.4633359,122.3922915,52674786
2015/6/9,121.3388367,122.6604436,120.3045357,122.0283707,56075420
2015/6/10,122.5072138,123.8671282,122.4401758,123.4265925,39087250
2015/6/11,123.7138984,124.6715846,123.0387296,123.1488636,35390887
2015/6/12,122.7610007,122.8998652,121.731488,121.7889492,36886246
2015/6/15,120.764225,121.8559872,120.3907274,121.5495277,43988946
2015/6/16,121.6548731,122.4401758,121.0228003,122.2007543,31494131
2015/6/17,122.3156766,122.4689064,121.3771442,121.9134484,32918071
2015/6/18,121.8464104,122.8807114,121.8368335,122.4689064,35407220
2015/6/19,122.3060997,122.4114452,121.0515309,121.2430681,54716887
2015/6/22,122.0954088,122.6412899,121.7027575,122.2103311,34039345
2015/6/23,122.0858319,122.2103311,121.5104541,121.6548731,30268863
2015/6/24,121.8272567,124.3076638,121.7410649,122.6891742,55280855
2015/6/25,123.4074388,123.7330521,122.1049856,122.1049856,31938100
